,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f01_stimulus_6,f01_stimulus_7,f01_stimulus_8,f01_stimulus_9,f01_stimulus_10,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f02_stimulus_6,f02_stimulus_7,f02_stimulus_8,f02_stimulus_9,f02_stimulus_10,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5,f03_stimulus_6,f03_stimulus_7,f03_stimulus_8,f03_stimulus_9,f03_stimulus_10,f04_stimulus_1,f04_stimulus_2,f04_stimulus_3,f04_stimulus_4,f04_stimulus_5,f04_stimulus_6,f04_stimulus_7,f04_stimulus_8,f04_stimulus_9,f04_stimulus_10,f05_stimulus_1,f05_stimulus_2,f05_stimulus_3,f05_stimulus_4,f05_stimulus_5,f05_stimulus_6,f05_stimulus_7,f05_stimulus_8,f05_stimulus_9,f05_stimulus_10,f06_stimulus_1,f06_stimulus_2,f06_stimulus_3,f06_stimulus_4,f06_stimulus_5,f06_stimulus_6,f06_stimulus_7,f06_stimulus_8,f06_stimulus_9,f06_stimulus_10,f07_stimulus_1,f07_stimulus_2,f07_stimulus_3,f07_stimulus_4,f07_stimulus_5,f07_stimulus_6,f07_stimulus_7,f07_stimulus_8,f07_stimulus_9,f07_stimulus_10,f08_stimulus_1,f08_stimulus_2,f08_stimulus_3,f08_stimulus_4,f08_stimulus_5,f08_stimulus_6,f08_stimulus_7,f08_stimulus_8,f08_stimulus_9,f08_stimulus_10,f09_stimulus_1,f09_stimulus_2,f09_stimulus_3,f09_stimulus_4,f09_stimulus_5,f09_stimulus_6,f09_stimulus_7,f09_stimulus_8,f09_stimulus_9,f09_stimulus_10
0.0115,-3.02,-3.02,-3.02,16.98,16.98,16.98,56.98,56.98,36.98,16.98,-2.23,-2.23,17.77,37.77,17.77,-2.23,57.77,17.77,17.77,37.77,-1.65,18.35,38.35,18.35,38.35,18.35,18.35,-1.65,38.35,38.35,-3.87,-3.87,36.13,56.13,16.13,16.13,36.13,16.13,36.13,36.13,-1.08,-1.08,-1.08,-1.08,38.92,18.92,18.92,-1.08,38.92,18.92,-2.43,-2.43,17.57,97.57,57.57,37.57,17.57,-2.43,37.57,-2.43,-0.57,-0.57,-0.57,-0.57,-0.57,-0.57,19.43,19.43,19.43,-0.57,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,19.8,19.8,-0.2,19.8,-0.74,-0.74,-0.74,-0.74,-0.74,39.26,-0.74,19.26,-0.74,19.26
0.0125,-3.02,-3.02,-3.02,16.98,16.98,-3.02,16.98,56.98,96.98,-3.02,-2.23,17.77,-2.23,17.77,-2.23,-2.23,37.77,-2.23,-2.23,17.77,-1.65,18.35,58.35,18.35,18.35,-1.65,-1.65,-1.65,-1.65,-1.65,-3.87,16.13,56.13,36.13,36.13,96.13,-3.87,-3.87,-3.87,56.13,-1.08,-1.08,-1.08,-1.08,-1.08,18.92,18.92,38.92,-1.08,38.92,-2.43,-2.43,-2.43,37.57,17.57,-2.43,17.57,-2.43,-2.43,-2.43,-0.57,-0.57,-0.57,-0.57,19.43,-0.57,79.43,19.43,39.43,79.43,-0.2,-0.2,-0.2,-0.2,-0.2,19.8,79.8,59.8,39.8,39.8,-0.74,-0.74,-0.74,-0.74,-0.74,39.26,59.26,19.26,39.26,59.26
0.0135,-3.02,16.98,16.98,-3.02,56.98,16.98,36.98,16.98,-3.02,116.98,37.77,-2.23,17.77,-2.23,57.77,117.77,-2.23,77.77,17.77,57.77,-1.65,-1.65,18.35,-1.65,-1.65,-1.65,-1.65,-1.65,38.35,18.35,36.13,16.13,36.13,16.13,16.13,16.13,56.13,16.13,-3.87,56.13,-1.08,-1.08,18.92,18.92,58.92,158.92,18.92,58.92,98.92,18.92,-2.43,-2.43,-2.43,17.57,-2.43,17.57,-2.43,-2.43,-2.43,17.57,-0.57,-0.57,-0.57,-0.57,79.43,39.43,59.43,39.43,59.43,59.43,-0.2,-0.2,-0.2,-0.2,19.8,19.8,79.8,99.8,179.8,39.8,-0.74,-0.74,-0.74,-0.74,79.26,59.26,79.26,79.26,39.26,59.26
0.0145,-3.02,-3.02,36.98,96.98,-3.02,56.98,36.98,16.98,36.98,36.98,-2.23,-2.23,-2.23,-2.23,17.77,57.77,17.77,37.77,17.77,17.77,-1.65,-1.65,-1.65,18.35,18.35,18.35,38.35,18.35,18.35,98.35,-3.87,16.13,16.13,36.13,16.13,-3.87,36.13,-3.87,16.13,36.13,-1.08,-1.08,-1.08,18.92,-1.08,58.92,38.92,78.92,98.92,78.92,-2.43,-2.43,-2.43,37.57,37.57,17.57,-2.43,17.57,117.57,57.57,-0.57,-0.57,-0.57,39.43,-0.57,79.43,59.43,79.43,79.43,59.43,-0.2,-0.2,19.8,19.8,59.8,39.8,99.8,159.8,59.8,-0.2,-0.74,-0.74,19.26,-0.74,39.26,19.26,39.26,39.26,59.26,39.26
0.0155,-3.02,-3.02,56.98,136.98,96.98,16.98,76.98,16.98,-3.02,16.98,-2.23,-2.23,-2.23,37.77,17.77,37.77,37.77,57.77,77.77,-2.23,-1.65,-1.65,18.35,-1.65,-1.65,38.35,38.35,38.35,38.35,58.35,-3.87,-3.87,-3.87,16.13,16.13,36.13,-3.87,56.13,96.13,96.13,-1.08,-1.08,-1.08,18.92,38.92,18.92,38.92,38.92,38.92,-1.08,-2.43,-2.43,17.57,-2.43,37.57,57.57,17.57,97.57,-2.43,77.57,-0.57,19.43,39.43,-0.57,219.43,79.43,99.43,59.43,59.43,39.43,-0.2,-0.2,19.8,-0.2,59.8,-0.2,19.8,19.8,19.8,59.8,-0.74,-0.74,19.26,19.26,19.26,59.26,59.26,79.26,-0.74,39.26
0.0165,-3.02,-3.02,36.98,36.98,36.98,36.98,76.98,-3.02,36.98,-3.02,-2.23,-2.23,17.77,17.77,-2.23,-2.23,17.77,37.77,17.77,17.77,-1.65,18.35,38.35,-1.65,-1.65,78.35,58.35,38.35,38.35,18.35,-3.87,-3.87,-3.87,-3.87,16.13,76.13,76.13,56.13,96.13,36.13,-1.08,-1.08,18.92,38.92,38.92,18.92,18.92,18.92,-1.08,-1.08,17.57,-2.43,-2.43,37.57,57.57,97.57,37.57,37.57,17.57,37.57,-0.57,-0.57,-0.57,39.43,59.43,59.43,39.43,39.43,39.43,19.43,19.8,-0.2,-0.2,19.8,39.8,59.8,19.8,19.8,-0.2,-0.2,-0.74,-0.74,19.26,19.26,39.26,-0.74,39.26,39.26,19.26,-0.74
0.0175,-3.02,16.98,16.98,76.98,16.98,76.98,-3.02,16.98,36.98,16.98,-2.23,-2.23,17.77,17.77,77.77,17.77,37.77,37.77,17.77,57.77,-1.65,-1.65,38.35,18.35,38.35,18.35,58.35,38.35,38.35,98.35,-3.87,-3.87,56.13,36.13,56.13,76.13,96.13,36.13,76.13,16.13,-1.08,-1.08,-1.08,58.92,-1.08,-1.08,18.92,-1.08,18.92,18.92,-2.43,-2.43,37.57,17.57,77.57,37.57,37.57,17.57,17.57,37.57,-0.57,-0.57,79.43,39.43,39.43,39.43,-0.57,-0.57,-0.57,19.43,-0.2,-0.2,79.8,-0.2,39.8,-0.2,-0.2,19.8,19.8,-0.2,-0.74,-0.74,19.26,59.26,-0.74,19.26,19.26,-0.74,19.26,-0.74
0.0185,16.98,-3.02,16.98,96.98,-3.02,-3.02,16.98,16.98,-3.02,-3.02,-2.23,-2.23,57.77,17.77,-2.23,-2.23,17.77,17.77,17.77,-2.23,-1.65,18.35,-1.65,78.35,18.35,38.35,18.35,-1.65,18.35,18.35,-3.87,16.13,36.13,16.13,56.13,76.13,36.13,56.13,96.13,36.13,-1.08,-1.08,-1.08,18.92,-1.08,-1.08,18.92,-1.08,18.92,-1.08,-2.43,-2.43,37.57,37.57,17.57,37.57,-2.43,17.57,37.57,17.57,-0.57,-0.57,19.43,39.43,19.43,19.43,-0.57,39.43,-0.57,-0.57,-0.2,-0.2,-0.2,19.8,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,19.26,-0.74,-0.74,99.26,-0.74,19.26,-0.74,-0.74,-0.74,-0.74
0.0195,-3.02,16.98,16.98,16.98,16.98,-3.02,16.98,-3.02,16.98,16.98,-2.23,-2.23,17.77,-2.23,37.77,-2.23,17.77,-2.23,-2.23,57.77,-1.65,-1.65,18.35,18.35,58.35,38.35,18.35,-1.65,18.35,18.35,-3.87,-3.87,16.13,76.13,56.13,56.13,16.13,76.13,36.13,-3.87,-1.08,-1.08,18.92,38.92,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08,-2.43,-2.43,-2.43,17.57,-2.43,17.57,-2.43,37.57,-2.43,-2.43,-0.57,-0.57,19.43,39.43,-0.57,-0.57,-0.57,-0.57,19.43,-0.57,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.74,39.26,39.26,-0.74,19.26,-0.74,-0.74,-0.74,19.26,19.26
0.0205,-3.02,16.98,16.98,36.98,56.98,16.98,16.98,36.98,56.98,-3.02,-2.23,-2.23,-2.23,17.77,37.77,17.77,37.77,-2.23,37.77,-2.23,-1.65,-1.65,38.35,-1.65,-1.65,18.35,-1.65,-1.65,18.35,38.35,-3.87,-3.87,16.13,36.13,76.13,36.13,16.13,16.13,56.13,76.13,-1.08,-1.08,58.92,18.92,-1.08,-1.08,-1.08,-1.08,18.92,-1.08,-2.43,17.57,37.57,37.57,17.57,57.57,17.57,37.57,37.57,-2.43,-0.57,-0.57,19.43,39.43,-0.57,-0.57,-0.57,19.43,-0.57,-0.57,-0.2,-0.2,19.8,-0.2,19.8,19.8,-0.2,19.8,-0.2,-0.2,-0.74,39.26,39.26,39.26,19.26,59.26,-0.74,-0.74,39.26,19.26
0.0215,-3.02,-3.02,36.98,36.98,36.98,16.98,36.98,36.98,-3.02,16.98,-2.23,37.77,77.77,17.77,-2.23,-2.23,-2.23,57.77,117.77,37.77,18.35,18.35,-1.65,18.35,18.35,18.35,58.35,18.35,38.35,78.35,16.13,-3.87,-3.87,-3.87,16.13,-3.87,36.13,-3.87,76.13,76.13,-1.08,-1.08,78.92,38.92,18.92,18.92,-1.08,18.92,-1.08,-1.08,-2.43,17.57,37.57,17.57,17.57,57.57,77.57,37.57,77.57,37.57,-0.57,-0.57,19.43,39.43,39.43,-0.57,-0.57,-0.57,19.43,-0.57,-0.2,19.8,39.8,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.74,19.26,19.26,79.26,39.26,19.26,-0.74,-0.74,-0.74,39.26
0.0225,-3.02,36.98,56.98,36.98,96.98,56.98,16.98,16.98,56.98,56.98,17.77,-2.23,-2.23,17.77,17.77,17.77,57.77,57.77,17.77,17.77,-1.65,38.35,-1.65,78.35,38.35,18.35,38.35,58.35,38.35,38.35,16.13,76.13,36.13,36.13,16.13,76.13,96.13,36.13,16.13,-3.87,18.92,-1.08,38.92,18.92,-1.08,58.92,-1.08,-1.08,-1.08,18.92,-2.43,37.57,57.57,37.57,77.57,-2.43,57.57,17.57,17.57,-2.43,-0.57,-0.57,99.43,99.43,19.43,59.43,-0.57,-0.57,-0.57,19.43,-0.2,39.8,59.8,19.8,19.8,-0.2,19.8,-0.2,-0.2,-0.2,-0.74,39.26,119.26,79.26,19.26,19.26,-0.74,19.26,-0.74,-0.74
0.0235,-3.02,36.98,16.98,76.98,36.98,36.98,-3.02,36.98,56.98,36.98,17.77,17.77,37.77,37.77,37.77,57.77,57.77,97.77,-2.23,37.77,-1.65,18.35,58.35,38.35,38.35,18.35,18.35,-1.65,58.35,18.35,56.13,16.13,56.13,56.13,96.13,36.13,96.13,36.13,56.13,156.13,18.92,38.92,58.92,-1.08,-1.08,-1.08,18.92,-1.08,-1.08,-1.08,37.57,37.57,57.57,97.57,77.57,57.57,37.57,37.57,37.57,-2.43,-0.57,79.43,59.43,39.43,19.43,19.43,19.43,-0.57,-0.57,-0.57,-0.2,19.8,-0.2,-0.2,19.8,-0.2,-0.2,-0.2,-0.2,-0.2,-0.74,19.26,39.26,39.26,39.26,-0.74,-0.74,19.26,-0.74,-0.74
0.0245,36.98,16.98,76.98,56.98,-3.02,36.98,-3.02,-3.02,16.98,16.98,-2.23,37.77,77.77,17.77,37.77,-2.23,-2.23,17.77,17.77,17.77,38.35,58.35,18.35,38.35,18.35,38.35,-1.65,-1.65,-1.65,18.35,36.13,76.13,96.13,56.13,-3.87,16.13,36.13,16.13,16.13,-3.87,-1.08,-1.08,18.92,18.92,-1.08,-1.08,18.92,-1.08,-1.08,-1.08,77.57,77.57,17.57,37.57,77.57,-2.43,17.57,17.57,-2.43,-2.43,-0.57,19.43,19.43,-0.57,-0.57,-0.57,-0.57,-0.57,-0.57,-0.57,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.74,59.26,-0.74,-0.74,-0.74,19.26,-0.74,-0.74,-0.74,-0.74
0.0255,16.98,16.98,16.98,16.98,36.98,16.98,-3.02,-3.02,-3.02,-3.02,117.77,17.77,-2.23,37.77,-2.23,17.77,17.77,-2.23,-2.23,-2.23,-1.65,18.35,-1.65,38.35,-1.65,-1.65,-1.65,-1.65,-1.65,-1.65,56.13,36.13,36.13,16.13,-3.87,16.13,-3.87,16.13,16.13,36.13,58.92,18.92,-1.08,-1.08,-1.08,-1.08,18.92,-1.08,-1.08,-1.08,97.57,17.57,37.57,-2.43,-2.43,-2.43,-2.43,-2.43,-2.43,-2.43,19.43,39.43,-0.57,-0.57,-0.57,-0.57,-0.57,-0.57,-0.57,-0.57,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.74,19.26,-0.74,19.26,-0.74,-0.74,-0.74,-0.74,-0.74,-0.74
0.0265,36.98,16.98,36.98,36.98,-3.02,-3.02,-3.02,-3.02,-3.02,-3.02,17.77,17.77,-2.23,-2.23,37.77,-2.23,-2.23,-2.23,-2.23,-2.23,-1.65,-1.65,18.35,-1.65,38.35,-1.65,-1.65,-1.65,-1.65,-1.65,16.13,-3.87,16.13,16.13,16.13,-3.87,-3.87,-3.87,16.13,-3.87,-1.08,18.92,38.92,18.92,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08,17.57,17.57,-2.43,37.57,17.57,-2.43,-2.43,17.57,-2.43,17.57,-0.57,159.43,-0.57,19.43,39.43,-0.57,-0.57,-0.57,-0.57,-0.57,-0.2,79.8,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,19.26,19.26,-0.74,-0.74,-0.74,-0.74,-0.74,-0.74,-0.74,-0.74
0.0275,16.98,16.98,16.98,-3.02,16.98,-3.02,-3.02,-3.02,-3.02,-3.02,-2.23,17.77,17.77,17.77,-2.23,-2.23,-2.23,-2.23,-2.23,-2.23,38.35,18.35,58.35,18.35,18.35,-1.65,-1.65,-1.65,-1.65,-1.65,56.13,36.13,36.13,-3.87,-3.87,-3.87,-3.87,-3.87,-3.87,-3.87,38.92,38.92,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08,-2.43,57.57,57.57,37.57,-2.43,-2.43,17.57,17.57,-2.43,-2.43,39.43,19.43,-0.57,-0.57,-0.57,-0.57,-0.57,-0.57,-0.57,-0.57,-0.2,39.8,39.8,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,19.26,59.26,-0.74,-0.74,-0.74,-0.74,-0.74,-0.74,-0.74,-0.74
0.0285,36.98,36.98,16.98,-3.02,-3.02,-3.02,-3.02,-3.02,-3.02,-3.02,17.77,37.77,17.77,-2.23,17.77,-2.23,-2.23,-2.23,-2.23,-2.23,58.35,38.35,-1.65,18.35,-1.65,-1.65,-1.65,-1.65,-1.65,-1.65,-3.87,16.13,-3.87,16.13,-3.87,-3.87,-3.87,-3.87,-3.87,-3.87,38.92,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08,57.57,137.57,-2.43,17.57,17.57,-2.43,-2.43,-2.43,-2.43,17.57,59.43,39.43,19.43,-0.57,-0.57,-0.57,-0.57,-0.57,-0.57,-0.57,59.8,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,59.26,59.26,-0.74,-0.74,-0.74,-0.74,-0.74,19.26,-0.74,-0.74
